Network Size,Strain,Young's Modulus,Probability
20,0,1,1
0,0,-6.46999e-08,-1.07157e-06,1,1,1,1,1,1
0,1,1,-1.07157e-06,1,1,1,1,1,1
0,2,2,-1.07157e-06,1,1,1,1,1,1
0,3,3,-1.07157e-06,1,1,1,1,1,1
0,4,4,-1.07157e-06,1,1,1,1,1,1
0,5,5,-1.07157e-06,1,1,1,1,1,1
0,6,6,-1.07157e-06,1,1,1,1,1,1
0,7,7,-1.07157e-06,1,1,1,1,1,1
0,8,8,-1.07157e-06,1,1,1,1,1,1
0,9,9,-1.07157e-06,1,1,1,1,1,1
0,10,10,-1.07157e-06,1,1,1,1,1,1
0,11,11,-1.07157e-06,1,1,1,1,1,1
0,12,12,-1.07157e-06,1,1,1,1,1,1
0,13,13,-1.07157e-06,1,1,1,1,1,1
0,14,14,-1.07157e-06,1,1,1,1,1,1
0,15,15,-1.07157e-06,1,1,1,1,1,1
0,16,16,-1.07157e-06,1,1,1,1,1,1
0,17,17,-1.07157e-06,1,1,1,1,1,1
0,18,18,-1.07157e-06,1,1,1,1,1,1
0,19,19,-1.07157e-06,1,1,1,1,1,1
1,0,0.5,0.866024,1,1,1,1,1,1
1,1,1.5,0.866024,1,1,1,1,1,1
1,2,2.5,0.866024,1,1,1,1,1,1
1,3,3.5,0.866024,1,1,1,1,1,1
1,4,4.5,0.866024,1,1,1,1,1,1
1,5,5.5,0.866024,1,1,1,1,1,1
1,6,6.5,0.866024,1,1,1,1,1,1
1,7,7.5,0.866024,1,1,1,1,1,1
1,8,8.5,0.866024,1,1,1,1,1,1
1,9,9.5,0.866024,1,1,1,1,1,1
1,10,10.5,0.866024,1,1,1,1,1,1
1,11,11.5,0.866024,1,1,1,1,1,1
1,12,12.5,0.866024,1,1,1,1,1,1
1,13,13.5,0.866024,1,1,1,1,1,1
1,14,14.5,0.866024,1,1,1,1,1,1
1,15,15.5,0.866024,1,1,1,1,1,1
1,16,16.5,0.866024,1,1,1,1,1,1
1,17,17.5,0.866024,1,1,1,1,1,1
1,18,18.5,0.866024,1,1,1,1,1,1
1,19,19.5,0.866024,1,1,1,1,1,1
2,0,1,1.73205,1,1,1,1,1,1
2,1,2,1.73205,1,1,1,1,1,1
2,2,3,1.73205,1,1,1,1,1,1
2,3,4,1.73205,1,1,1,1,1,1
2,4,5,1.73205,1,1,1,1,1,1
2,5,6,1.73205,1,1,1,1,1,1
2,6,7,1.73205,1,1,1,1,1,1
2,7,8,1.73205,1,1,1,1,1,1
2,8,9,1.73205,1,1,1,1,1,1
2,9,10,1.73205,1,1,1,1,1,1
2,10,11,1.73205,1,1,1,1,1,1
2,11,12,1.73205,1,1,1,1,1,1
2,12,13,1.73205,1,1,1,1,1,1
2,13,14,1.73205,1,1,1,1,1,1
2,14,15,1.73205,1,1,1,1,1,1
2,15,16,1.73205,1,1,1,1,1,1
2,16,17,1.73205,1,1,1,1,1,1
2,17,18,1.73205,1,1,1,1,1,1
2,18,19,1.73205,1,1,1,1,1,1
2,19,20,1.73205,1,1,1,1,1,1
3,0,1.5,2.59808,1,1,1,1,1,1
3,1,2.5,2.59808,1,1,1,1,1,1
3,2,3.5,2.59808,1,1,1,1,1,1
3,3,4.5,2.59808,1,1,1,1,1,1
3,4,5.5,2.59808,1,1,1,1,1,1
3,5,6.5,2.59808,1,1,1,1,1,1
3,6,7.5,2.59808,1,1,1,1,1,1
3,7,8.5,2.59808,1,1,1,1,1,1
