20,0.09,0.64,10.7515
20,0.1,0.64,11.6396
20,0.01,0.63,16.8707
20,0.02,0.63,7.24744
20,0.03,0.63,40.8816
20,0.04,0.63,18.3081
20,0.05,0.63,37.1063
20,0.06,0.63,18.6829
20,0.07,0.63,18.3218
20,0.08,0.63,13.999
20,0.09,0.63,10.9804
20,0.1,0.63,14.2676
20,0.01,0.62,45.822
20,0.02,0.62,8.01796
20,0.03,0.62,5.69971
20,0.04,0.62,6.15146
20,0.05,0.62,48.4597
20,0.06,0.62,39.2954
20,0.07,0.62,10.7249
20,0.08,0.62,18.715
20,0.09,0.62,14.6235
20,0.1,0.62,23.2992
20,0.01,0.61,27.5863
20,0.02,0.61,7.5869
20,0.03,0.61,13.8862
20,0.04,0.61,18.4367
20,0.05,0.61,10.859
20,0.06,0.61,6.79289
20,0.07,0.61,11.3416
20,0.08,0.61,5.74213
20,0.09,0.61,8.91223
20,0.1,0.61,4.74142
20,0.01,0.6,30.8867
20,0.02,0.6,1.96763
20,0.03,0.6,4.18163
20,0.04,0.6,42.7296
20,0.05,0.6,2.87205
20,0.06,0.6,4.14505
20,0.07,0.6,11.0083
20,0.08,0.6,4.18134
20,0.09,0.6,3.51516
20,0.1,0.6,13.9069
20,0.01,0.59,3.45354
20,0.02,0.59,4.8342
20,0.03,0.59,2.31174
20,0.04,0.59,4.59035
20,0.05,0.59,2.33776
20,0.06,0.59,3.68699
20,0.07,0.59,3.52004
20,0.08,0.59,5.20071
20,0.09,0.59,4.13477
20,0.1,0.59,7.10067
20,0.01,0.58,2.58431
20,0.02,0.58,2.32733
20,0.03,0.58,2.74892
20,0.04,0.58,5.4169
20,0.05,0.58,2.06044
20,0.06,0.58,5.40288
20,0.07,0.58,2.03837
20,0.08,0.58,3.56928
20,0.09,0.58,2.22762
20,0.1,0.58,5.10181
20,0.01,0.57,1.72154
20,0.02,0.57,2.01311
20,0.03,0.57,2.20344
20,0.04,0.57,2.71207
20,0.05,0.57,2.88686
20,0.06,0.57,1.14093
20,0.07,0.57,3.31121
20,0.08,0.57,1.91568
20,0.09,0.57,12.3043
20,0.1,0.57,2.3635
20,0.01,0.56,5.53781
20,0.02,0.56,1.54981
20,0.03,0.56,1.54355
20,0.04,0.56,1.68782
20,0.05,0.56,3.57182
20,0.06,0.56,1.50907
20,0.07,0.56,1.13154
20,0.08,0.56,0.898136
20,0.09,0.56,1.87717
20,0.1,0.56,4.80125
20,0.01,0.55,2.15096
20,0.02,0.55,1.63925
20,0.03,0.55,1.0497
20,0.04,0.55,1.5181
20,0.05,0.55,1.0461
20,0.06,0.55,2.12079
20,0.07,0.55,0.958149
20,0.08,0.55,1.41829
20,0.09,0.55,1.9887
20,0.1,0.55,13.9429
20,0.01,0.54,1.33754
20,0.02,0.54,1.3335
20,0.03,0.54,1.393
20,0.04,0.54,0.910085
20,0.05,0.54,1.49701
20,0.06,0.54,2.02598
20,0.07,0.54,2.45834
20,0.08,0.54,1.56587
20,0.09,0.54,0.981403
20,0.1,0.54,1.06136
20,0.01,0.53,1.91968
20,0.02,0.53,1.0128
20,0.03,0.53,1.22471
20,0.04,0.53,1.45598
20,0.05,0.53,1.70672
20,0.06,0.53,1.99862
20,0.07,0.53,0.950451
20,0.08,0.53,0.950005
20,0.09,0.53,1.92984
20,0.1,0.53,0.863805
20,0.01,0.52,1.10403
20,0.02,0.52,0.808416
20,0.03,0.52,1.10195
20,0.04,0.52,1.64677
20,0.05,0.52,0.930531
20,0.06,0.52,0.828407
20,0.07,0.52,0.982506
20,0.08,0.52,1.14204
20,0.09,0.52,1.82154
20,0.1,0.52,1.95105
20,0.01,0.51,1.16352
20,0.02,0.51,0.489606
20,0.03,0.51,1.07516
20,0.04,0.51,0.844965
20,0.05,0.51,2.07862
20,0.06,0.51,0.945383
20,0.07,0.51,1.08552
20,0.08,0.51,2.42209
20,0.09,0.51,1.17795
20,0.1,0.51,1.74164
20,0.01,0.5,0.916727
20,0.02,0.5,1.11061
20,0.03,0.5,0.934397
20,0.04,0.5,1.03606
20,0.05,0.5,1.43048
20,0.06,0.5,0.872281
20,0.07,0.5,0.654008
20,0.08,0.5,0.933897
20,0.09,0.5,0.782513
20,0.1,0.5,1.06312
