20,0.01,0.8,2.05133
20,0.02,0.8,2.79862
20,0.03,0.8,1.23984
20,0.04,0.8,0.843353
20,0.05,0.8,0.88516
20,0.06,0.8,1.21474
20,0.07,0.8,1.83182
20,0.08,0.8,1.90501
20,0.09,0.8,1.0699
20,0.1,0.8,1.12839
20,0.01,0.79,1.21178
20,0.02,0.79,3.29587
20,0.03,0.79,1.7896
20,0.04,0.79,1.60935
20,0.05,0.79,2.17674
20,0.06,0.79,1.28111
20,0.07,0.79,1.01086
20,0.08,0.79,1.26647
20,0.09,0.79,1.26709
20,0.1,0.79,1.47856
20,0.01,0.78,2.13757
20,0.02,0.78,1.30846
20,0.03,0.78,1.97294
20,0.04,0.78,1.5256
20,0.05,0.78,1.31855
20,0.06,0.78,3.1852
20,0.07,0.78,0.964554
20,0.08,0.78,1.3637
20,0.09,0.78,1.45292
20,0.1,0.78,1.21778
20,0.01,0.77,8.85195
20,0.02,0.77,1.07782
20,0.03,0.77,3.57817
20,0.04,0.77,1.53311
20,0.05,0.77,2.88923
20,0.06,0.77,1.07531
20,0.07,0.77,3.08073
20,0.08,0.77,2.8601
20,0.09,0.77,3.35514
20,0.1,0.77,3.20867
20,0.01,0.76,1.6579
20,0.02,0.76,2.2631
20,0.03,0.76,2.51063
20,0.04,0.76,3.59989
20,0.05,0.76,3.46852
20,0.06,0.76,2.92449
20,0.07,0.76,2.8428
20,0.08,0.76,1.78641
20,0.09,0.76,4.38981
20,0.1,0.76,4.93501
20,0.01,0.75,3.13369
20,0.02,0.75,4.06954
20,0.03,0.75,4.81419
20,0.04,0.75,3.68811
20,0.05,0.75,1.48043
20,0.06,0.75,2.26908
20,0.07,0.75,1.47933
20,0.08,0.75,1.63603
20,0.09,0.75,6.42397
20,0.1,0.75,2.86606
20,0.01,0.74,1.92282
20,0.02,0.74,6.02879
20,0.03,0.74,6.25473
20,0.04,0.74,2.67514
20,0.05,0.74,4.35288
20,0.06,0.74,1.93698
20,0.07,0.74,1.91308
20,0.08,0.74,3.03608
20,0.09,0.74,4.40056
20,0.1,0.74,3.44887
20,0.01,0.73,5.5859
20,0.02,0.73,7.84353
20,0.03,0.73,2.52546
20,0.04,0.73,8.34725
20,0.05,0.73,3.52666
20,0.06,0.73,3.98158
20,0.07,0.73,3.98648
20,0.08,0.73,4.60345
20,0.09,0.73,3.56407
20,0.1,0.73,2.3178
20,0.01,0.72,4.19181
20,0.02,0.72,9.19717
20,0.03,0.72,8.17058
20,0.04,0.72,5.16278
20,0.05,0.72,6.11064
20,0.06,0.72,3.6516
20,0.07,0.72,5.03206
20,0.08,0.72,3.46479
20,0.09,0.72,4.46038
20,0.1,0.72,3.104
20,0.01,0.71,8.7149
20,0.02,0.71,6.68495
20,0.03,0.71,3.34397
20,0.04,0.71,9.82706
20,0.05,0.71,8.38117
20,0.06,0.71,11.8165
20,0.07,0.71,6.79404
20,0.08,0.71,5.83879
20,0.09,0.71,4.68342
20,0.1,0.71,3.88969
20,0.01,0.7,7.17582
20,0.02,0.7,5.53752
20,0.03,0.7,13.4754
20,0.04,0.7,4.40638
20,0.05,0.7,7.01924
20,0.06,0.7,12.0452
20,0.07,0.7,5.80953
20,0.08,0.7,7.07503
20,0.09,0.7,7.41273
20,0.1,0.7,3.35685
20,0.01,0.69,9.3408
20,0.02,0.69,11.6384
20,0.03,0.69,11.3189
20,0.04,0.69,25.8357
20,0.05,0.69,10.6232
20,0.06,0.69,8.56363
20,0.07,0.69,9.62122
20,0.08,0.69,12.2273
20,0.09,0.69,9.27514
20,0.1,0.69,3.37085
20,0.01,0.68,37.4181
20,0.02,0.68,5.8209
20,0.03,0.68,4.95121
20,0.04,0.68,9.76729
20,0.05,0.68,7.39709
20,0.06,0.68,8.71959
20,0.07,0.68,10.3503
20,0.08,0.68,6.90975
20,0.09,0.68,6.25962
20,0.1,0.68,6.41501
20,0.01,0.67,27.354
20,0.02,0.67,15.2021
20,0.03,0.67,14.2895
20,0.04,0.67,7.77357
20,0.05,0.67,14.1103
20,0.06,0.67,7.94856
20,0.07,0.67,13.761
20,0.08,0.67,9.22697
20,0.09,0.67,8.38187
20,0.1,0.67,4.37033
20,0.01,0.66,8.76594
20,0.02,0.66,41.4042
20,0.03,0.66,55.1496
20,0.04,0.66,11.3089
20,0.05,0.66,15.6904
20,0.06,0.66,9.75154
20,0.07,0.66,8.40315
20,0.08,0.66,13.6515
20,0.09,0.66,5.50222
20,0.1,0.66,5.56849
20,0.01,0.65,18.5102
20,0.02,0.65,31.1845
20,0.03,0.65,78.7493
20,0.04,0.65,11.8952
20,0.05,0.65,24.2813
20,0.06,0.65,11.4148
20,0.07,0.65,14.9102
20,0.08,0.65,14.2299
20,0.09,0.65,9.71625
20,0.1,0.65,13.1689
20,0.01,0.64,22.0229
20,0.02,0.64,69.1484
20,0.03,0.64,32.7173
20,0.04,0.64,42.716
20,0.05,0.64,17.5219
20,0.06,0.64,23.7233
20,0.07,0.64,13.1462
20,0.08,0.64,7.94551
