4.66596e-26,1,0
0.000625,1,0.05
0.00249999,1,0.1
0.00562494,1,0.15
0.00999981,1,0.2
0.0156245,1,0.25
0.0224991,1,0.3
0.0306232,1,0.35
0.039997,1,0.4
0.0506202,1,0.45
0.0624927,1,0.5
0.000625,1,0.05
0.00249999,1,0.1
0.00562494,1,0.15
0.00999981,1,0.2
0.0156245,1,0.25
0.0224991,1,0.3
0.0306232,1,0.35
0.039997,1,0.4
0.0506202,1,0.45
0.0624927,1,0.5
0.000564583,0.97,0.05
0.00223851,0.97,0.1
0.00503649,0.97,0.15
0.00895348,0.97,0.2
0.0139894,0.97,0.25
0.020144,0.97,0.3
0.0274173,0.97,0.35
0.0358092,0.97,0.4
0.0453194,0.97,0.45
0.0570688,0.97,0.5
0.000503897,0.94,0.05
0.00201522,0.94,0.1
0.00453345,0.94,0.15
0.00805804,0.94,0.2
0.0125885,0.94,0.25
0.0181243,0.94,0.3
0.025134,0.94,0.35
0.0328298,0.94,0.4
0.0415525,0.94,0.45
0.0513022,0.94,0.5
0.000457643,0.91,0.05
0.00183097,0.91,0.1
0.0041206,0.91,0.15
0.00718983,0.91,0.2
0.0112329,0.91,0.25
0.0161736,0.91,0.3
0.0220118,0.91,0.35
0.0287472,0.91,0.4
0.0363795,0.91,0.45
0.0449087,0.91,0.5
0.000416215,0.88,0.05
0.00166523,0.88,0.1
0.00374761,0.88,0.15
0.00666399,0.88,0.2
0.010415,0.88,0.25
0.0150014,0.88,0.3
0.0179826,0.88,0.35
0.0234724,0.88,0.4
0.029688,0.88,0.45
0.0366279,0.88,0.5
0.000342654,0.85,0.05
0.00133949,0.85,0.1
0.00301468,0.85,0.15
0.00536102,0.85,0.2
0.00837921,0.85,0.25
0.0135767,0.85,0.3
0.0184768,0.85,0.35
0.0241294,0.85,0.4
0.0305338,0.85,0.45
0.0352977,0.85,0.5
0.000289442,0.82,0.05
0.0011582,0.82,0.1
0.00223901,0.82,0.15
0.00398035,0.82,0.2
0.00722893,0.82,0.25
0.0103971,0.82,0.3
0.0141331,0.82,0.35
0.0186489,0.82,0.4
0.0235999,0.82,0.45
0.03105,0.82,0.5
0.000279812,0.79,0.05
0.00111976,0.79,0.1
0.00186905,0.79,0.15
0.003315,0.79,0.2
0.00516842,0.79,0.25
0.00742761,0.79,0.3
0.0108956,0.79,0.35
0.0142376,0.79,0.4
0.0180274,0.79,0.45
0.019718,0.79,0.5
0.000129426,0.76,0.05
0.000573318,0.76,0.1
0.00132984,0.76,0.15
0.00288038,0.76,0.2
0.00380722,0.76,0.25
0.0069159,0.76,0.3
0.00821849,0.76,0.35
0.0107579,0.76,0.4
0.0136462,0.76,0.45
0.0128072,0.76,0.5
0.000161316,0.73,0.05
0.000445349,0.73,0.1
0.00137006,0.73,0.15
0.00191116,0.73,0.2
0.0027811,0.73,0.25
0.00488062,0.73,0.3
0.00662114,0.73,0.35
0.00740804,0.73,0.4
0.00773269,0.73,0.45
0.00730722,0.73,0.5
5.69346e-05,0.7,0.05
0.000374434,0.7,0.1
0.000688146,0.7,0.15
0.0011937,0.7,0.2
0.00130532,0.7,0.25
0.00276806,0.7,0.3
0.00348223,0.7,0.35
0.00548531,0.7,0.4
0.00768267,0.7,0.45
0.00748233,0.7,0.5
3.46697e-05,0.67,0.05
0.000122513,0.67,0.1
0.000192932,0.67,0.15
0.000987416,0.67,0.2
0.000478097,0.67,0.25
0.00143725,0.67,0.3
0.000273409,0.67,0.35
0.00197915,0.67,0.4
0.0025398,0.67,0.45
0.00211249,0.67,0.5
